timestamp,delta_c,delta_th,delta_l,fwd_head_ratio,shoulder_tilt,torso_lean,ear_sh_ratio,label
1783347727632,-0.251,-0.053,-0.229,0.551,0.012,1.848,0.704,slouch
1783347727710,-0.25,-0.055,-0.231,0.548,0.013,1.848,0.703,slouch
1783347727788,-0.249,-0.052,-0.227,0.548,0.013,1.849,0.702,slouch
1783347727866,-0.25,-0.053,-0.227,0.547,0.013,1.849,0.702,slouch
1783347727945,-0.248,-0.054,-0.226,0.547,0.013,1.851,0.702,slouch
1783347728006,-0.248,-0.054,-0.226,0.547,0.014,1.853,0.702,slouch
1783347728069,-0.251,-0.053,-0.229,0.547,0.014,1.858,0.702,slouch
1783347728146,-0.249,-0.053,-0.229,0.546,0.014,1.858,0.702,slouch
1783347728224,-0.25,-0.053,-0.229,0.546,0.014,1.855,0.702,slouch
1783347728301,-0.251,-0.051,-0.229,0.547,0.013,1.855,0.703,slouch
1783347728378,-0.25,-0.053,-0.229,0.547,0.013,1.844,0.703,slouch
1783347728440,-0.251,-0.053,-0.23,0.547,0.013,1.836,0.703,slouch
1783347728517,-0.248,-0.051,-0.228,0.547,0.012,1.841,0.703,slouch
1783347728595,-0.249,-0.053,-0.227,0.547,0.009,1.832,0.703,slouch
1783347728657,-0.249,-0.065,-0.228,0.546,0.007,1.826,0.702,slouch
1783347728735,-0.25,-0.054,-0.229,0.544,0.007,1.827,0.701,slouch
1783347728814,-0.249,-0.054,-0.227,0.542,0.006,1.845,0.699,slouch
1783347728875,-0.249,-0.054,-0.227,0.54,0.005,1.839,0.698,slouch
1783347728952,-0.251,-0.054,-0.229,0.539,0.006,1.853,0.697,slouch
1783347729030,-0.249,-0.055,-0.228,0.539,0.006,1.864,0.697,slouch
1783347729108,-0.249,-0.054,-0.228,0.538,0.004,1.864,0.697,slouch
1783347729170,-0.249,-0.055,-0.227,0.537,0.003,1.864,0.696,slouch
1783347729232,-0.25,-0.055,-0.227,0.539,0.002,1.857,0.698,slouch
1783347729310,-0.249,-0.055,-0.226,0.537,0.001,1.854,0.697,slouch
1783347729371,-0.249,-0.044,-0.227,0.537,0.001,1.852,0.697,slouch
1783347729435,-0.25,-0.054,-0.228,0.537,0.001,1.851,0.696,slouch
1783347729496,-0.25,-0.054,-0.226,0.538,0.001,1.853,0.697,slouch
1783347729573,-0.249,-0.054,-0.227,0.538,0.001,1.853,0.698,slouch
1783347729651,-0.249,-0.052,-0.227,0.538,0.001,1.853,0.698,slouch
1783347729728,-0.249,-0.052,-0.226,0.538,0.0,1.849,0.698,slouch
1783347729805,-0.249,-0.052,-0.228,0.53,0.001,1.85,0.695,slouch
1783347729884,-0.248,-0.058,-0.227,0.508,0.004,1.848,0.686,slouch
1783347729961,-0.249,-0.067,-0.228,0.499,0.005,1.846,0.682,slouch
1783347730024,-0.248,-0.067,-0.226,0.48,0.005,1.814,0.674,slouch
1783347730086,-0.248,-0.067,-0.226,0.47,0.004,1.8,0.666,slouch
1783347730164,-0.251,-0.064,-0.226,0.461,0.002,1.75,0.662,slouch
1783347730242,-0.253,-0.066,-0.225,0.458,0.002,1.748,0.659,slouch
1783347730318,-0.251,-0.064,-0.227,0.451,0.006,1.742,0.656,slouch
1783347730397,-0.249,-0.067,-0.224,0.454,0.007,1.764,0.658,slouch
1783347730458,-0.249,-0.066,-0.227,0.455,0.007,1.772,0.659,slouch
1783347730536,-0.248,-0.066,-0.225,0.452,0.01,1.774,0.658,slouch
1783347730613,-0.249,-0.067,-0.226,0.454,0.014,1.775,0.659,slouch
1783347730677,-0.248,-0.067,-0.226,0.456,0.018,1.776,0.66,slouch
1783347730755,-0.249,-0.069,-0.225,0.457,0.026,1.775,0.661,slouch
1783347730830,-0.249,-0.067,-0.22,0.455,0.029,1.778,0.66,slouch
1783347730892,-0.248,-0.069,-0.226,0.453,0.037,1.779,0.658,slouch
1783347730970,-0.248,-0.068,-0.227,0.451,0.043,1.777,0.656,slouch
1783347731048,-0.248,-0.068,-0.227,0.451,0.046,1.776,0.654,slouch
1783347731111,-0.249,-0.067,-0.226,0.449,0.048,1.782,0.651,slouch
1783347731187,-0.249,-0.065,-0.227,0.451,0.048,1.785,0.652,slouch
1783347731266,-0.25,-0.066,-0.227,0.452,0.047,1.787,0.652,slouch
1783347731359,-0.249,-0.066,-0.227,0.45,0.052,1.786,0.65,slouch
1783347731803,-0.25,-0.063,-0.227,0.446,0.057,1.674,0.648,slouch
1783347731887,-0.247,-0.062,-0.227,0.447,0.058,1.678,0.649,slouch
1783347731950,-0.248,-0.061,-0.227,0.447,0.058,1.678,0.649,slouch
